Name,Rating,Ingredient,Reviewer,Url
四十八天不重样早餐,7.9,主食、果蔬、肉蛋,18,https://www.xiachufang.com/recipe/104087444/,,,,,,,,,,,,,,,
5分钟快手早餐——鸡蛋饼,8.1,鸡蛋、面粉、火腿肠、辣酱、芝麻酱、孜然粉、盐,14,https://www.xiachufang.com/recipe/104312405/,,,,,,,,,,,,,,,
十分钟搞定的热汤面,9.3,面条、香葱、生抽、陈醋、盐、紫菜、香菜,28,https://www.xiachufang.com/recipe/104538879/,,,,,,,,,,,,,,,
简单快手蔬菜鸡蛋煎饼,7.5,鸡蛋、水或牛奶、普通面粉（中筋）、盐、葱花、胡萝卜、青柿子椒,24,https://www.xiachufang.com/recipe/103932045/,,,,,,,,,,,,,,,
秒杀路边摊的鸡蛋汉堡,8.7,面粉、水、鸡蛋、火腿肠、香葱、剩的饺子馅、盐、泡打粉、孜然粉、花椒粉、黑胡椒粉、肉馅、肥瘦相间猪肉、蚝油、酱油、香菇、胡萝卜、芹菜,4,https://www.xiachufang.com/recipe/104321889/,,,,,,,,,,,,,,,
不一样的鸡蛋三明治?【青芥鸡蛋沙拉三明治】,0,吐司片、鸡蛋、美乃滋、青芥末、盐,1,https://www.xiachufang.com/recipe/104581457/,,,,,,,,,,,,,,,
韭菜盒子(不用和面),9.1,韭菜、鸡蛋、粉丝、馓子、五花肉、辣椒面、盐、鸡精、十三香、鲜抽、食用油、面粉,1,https://www.xiachufang.com/recipe/104284415/,,,,,,,,,,,,,,,
自制超嫩豆腐脑（豆腐花）,8.8,干黄豆、清水、内脂,2,https://www.xiachufang.com/recipe/103900958/,,,,,,,,,,,,,,,
宝宝爱吃的营养粥早餐粥懒人粥,9.0,大米、胡萝卜、盐、水、菠菜、葱、牛排,25,https://www.xiachufang.com/recipe/104081970/,,,,,,,,,,,,,,,
中式松饼，早起3分钟煎好，又软又香,7.7,面粉、鸡蛋、清水、白糖、红糖、酵母粉、苏打粉、盐,0,https://www.xiachufang.com/recipe/104434898/,,,,,,,,,,,,,,,
一学就会的口袋饼,8.3,中筋面粉、热水、食用油、以下为配菜、黄瓜、胡萝卜、生菜、炸酥肉,12,https://www.xiachufang.com/recipe/103995685/,,,,,,,,,,,,,,,
网红芝士厚蛋烧三明治 ?『平底锅美食』,8.8,厚吐司、黄油、鸡蛋、牛奶、盐、培根/午餐肉、芝士、装饰、美乃滋(沙拉酱)、黄芥末酱(选)、欧芹碎(选),7,https://www.xiachufang.com/recipe/104278638/,,,,,,,,,,,,,,,
连着3天儿子都点名要吃的晚餐，剪刀面,7.9,鸡蛋、西红柿、火腿肠、面粉、菠菜,18,https://www.xiachufang.com/recipe/104376009/,,,,,,,,,,,,,,,
早餐鸡蛋饼(材料根据自己来备用),7.8,鸡蛋、盐、小葱、淀粉、配料、午餐肉,34,https://www.xiachufang.com/recipe/104449849/,,,,,,,,,,,,,,,
土豆丝鸡蛋饼,8.4,土豆、鸡蛋、面粉、五香粉、胡椒粉、盐、食用油,6,https://www.xiachufang.com/recipe/104166679/,,,,,,,,,,,,,,,
日式饭团?,0,三岛海苔碎、火腿肠、肉松、熟米饭、寿司醋,5,https://www.xiachufang.com/recipe/104574639/,,,,,,,,,,,,,,,
?圆滚滚基础汉堡胚,9.6,高筋面粉、低筋面粉、玉米油、糖、水、盐、酵母,0,https://www.xiachufang.com/recipe/104548585/,,,,,,,,,,,,,,,
剩粥变馒头,8.8,剩的白米粥、面粉、发酵粉,0,https://www.xiachufang.com/recipe/104176628/,,,,,,,,,,,,,,,
快手点心-香蕉松饼,9.3,成熟的香蕉、鸡蛋、牛奶或水、低筋面粉、白砂糖（按需）、巧克力酱（装饰用）,36,https://www.xiachufang.com/recipe/104476992/,,,,,,,,,,,,,,,
【油泼面】,8.8,中筋面粉、盐、温水、植物油、青菜、黄豆芽、香醋、生抽、香葱末、蒜末、辣椒面、花椒面,8,https://www.xiachufang.com/recipe/103981026/,,,,,,,,,,,,,,,
天津卫的早餐～煎饼果子,8.4,绿豆面、普通面粉、水、鸡汁、五香粉、葱花、香菜、黑芝麻、甜面酱、豆腐乳,10,https://www.xiachufang.com/recipe/104062635/,,,,,,,,,,,,,,,
原味古早蛋糕,8.2,鸡蛋、低筋面粉、细砂糖、色拉油、牛奶、盐、柠檬汁,70,https://www.xiachufang.com/recipe/104167622/,,,,,,,,,,,,,,,
好吃多汁的肉包子肉馒头【步骤超详细】,8.6,面粉、酵母、白砂糖、温水、肉馒头的馅料、前腿肉（三肥七瘦）、葱、料酒 生抽 老抽 、耗油 芝麻油、盐 胡椒粉、熟油（油烧热后冷却的油）、水,137,https://www.xiachufang.com/recipe/104302063/,,,,,,,,,,,,,,,
小学生的早餐一,7.6,食材最好采购新鲜的哦,3,https://www.xiachufang.com/recipe/104092338/,,,,,,,,,,,,,,,
营养一网打尽，美好一天从三明治?开始,8.4,吐司：、鸡蛋：、番茄：、黄瓜：、生菜叶：、午餐肉：、色拉酱：、黑胡椒：、番茄酱：,30,https://www.xiachufang.com/recipe/103924559/,,,,,,,,,,,,,,,
芝士抱蛋煎饺,0,速冻饺子、鸡蛋、盐、水、芝士片、马苏里拉芝士,0,https://www.xiachufang.com/recipe/104576610/,,,,,,,,,,,,,,,
家庭版香酥油条,7.7,中筋面粉、鸡蛋、无铝泡打粉、小苏打、食用油、盐、清水,0,https://www.xiachufang.com/recipe/103911721/,,,,,,,,,,,,,,,
好吃到舔盘的拌面秘方，太销魂了！?,7.9,面条、花生酱、生抽、蚝油、盐、老干妈、芝麻油、葱、小米椒、香菜、白芝麻,76,https://www.xiachufang.com/recipe/104095303/,,,,,,,,,,,,,,,
和风海苔虾滑蛋三明治【健康一手握】,9.5,吐司或欧包汉堡胚随便你、第戎芥末籽酱、寿司海苔、芝士、虾仁、盐、黑胡椒、鸡蛋、味淋、盐、牛奶、熟芝麻,13,https://www.xiachufang.com/recipe/104148812/,,,,,,,,,,,,,,,
新手版家常烙饼，在家大饼夹一切,9.2,普通面粉、温热水、盐、五香粉、植物油,6,https://www.xiachufang.com/recipe/104066960/,,,,,,,,,,,,,,,
可可脆香米早餐麦片| 健康·三餐,9.3,原味米花（见贴士1）、椰子油（见贴士2）、枫糖浆或蜂蜜、可可粉（碱化、非碱化都可以）、红糖或椰花糖、海盐、肉桂粉（选用）,3,https://www.xiachufang.com/recipe/103836068/,,,,,,,,,,,,,,,
上海早餐之油条,9.1,高筋面粉（12.5%蛋白质含量）、普通面粉（10.5%蛋白质含量）、盐、小苏打、泡打粉、植物油、鸡蛋+水、抹面油,1,https://www.xiachufang.com/recipe/104205590/,,,,,,,,,,,,,,,
?免揉，免松弛，超高颜值小马宝莉彩虹蛋黄酥（含详细操作视频）,9.4,油皮部分：、中粉（高低粉参半也可）、固体猪油、清水、白糖、油酥部分：、固体猪油、低粉、馅料：、油豆沙、咸蛋黄、调色：、不同色素、色粉也可,36,https://www.xiachufang.com/recipe/104243006/,,,,,,,,,,,,,,,
??又宣又软??发面饼??,9.2,面粉、温水、酵母、白糖、盐、食用油,17,https://www.xiachufang.com/recipe/104280240/,,,,,,,,,,,,,,,
厚蛋烧合集,9.1,鸡蛋、牛奶或者高汤、盐、油,4,https://www.xiachufang.com/recipe/104362127/,,,,,,,,,,,,,,,
超级好喝的暖胃疙瘩汤,8.2,面粉、鸡蛋、西红柿、胡萝卜、黄瓜、香菜、油菜、葱花、盐、生抽、白胡椒粉,3,https://www.xiachufang.com/recipe/104108605/,,,,,,,,,,,,,,,
厨师长教你：“酱油炒饭”的家常做法，里面满满的小技巧，很受用,9.0,冷米饭、鸡蛋、萝卜干、干淀粉、小葱、植物油、食用盐、生抽酱油,7,https://www.xiachufang.com/recipe/104064691/,,,,,,,,,,,,,,,
红豆杂粮早餐糊,9.2,九阳 不用手洗破壁机Y88、红豆、红米、三色糙米、核桃仁、芝麻粒、燕麦、白糖、坚果仁、饮用水,26,https://www.xiachufang.com/recipe/103810350/,,,,,,,,,,,,,,,
早餐饭团,7.7,米饭、盐、芝麻、芝麻油、胡萝卜、白菜梗、蛋黄、黄瓜、海苔碎,0,https://www.xiachufang.com/recipe/104000924/,,,,,,,,,,,,,,,
层次分明薄如蝉翼的家常基础烙饼,8.6,普通面粉、水（冬天用温水）、盐、植物油,15,https://www.xiachufang.com/recipe/103908898/,,,,,,,,,,,,,,,
新年炮竹馒头,9.5,中筋面粉、玉米油、糖、酵母、牛奶、红曲粉、竹炭粉、南瓜粉,0,https://www.xiachufang.com/recipe/104242792/,,,,,,,,,,,,,,,
比棉花还柔软的中种北海道吐司,9.0,高筋面粉、耐高糖干酵母、蛋白、牛奶、高筋面粉、奶粉、细砂糖、耐高糖干酵母、盐、淡奶油、无盐黄油,168,https://www.xiachufang.com/recipe/104058283/,,,,,,,,,,,,,,,
五分钟快手早餐：火腿鸡蛋手抓饼,7.7,火腿、鸡蛋、手抓饼,12,https://www.xiachufang.com/recipe/104487152/,,,,,,,,,,,,,,,
张张都鼓大泡的鸡蛋灌饼这样做不鼓大泡都难,8.3,鸡蛋、面粉、生菜、黄豆酱、蕃茄酱、芝麻酱,10,https://www.xiachufang.com/recipe/104115167/,,,,,,,,,,,,,,,
100道空气炸锅美食-4 面包土司布丁,0,全麦面包、鸡蛋、低脂高钙牛奶、每日坚果,0,https://www.xiachufang.com/recipe/104574063/,,,,,,,,,,,,,,,
第二代手抓饼转世，让你爱得死去活来,8.0,1.手抓饼皮、鸡蛋（土鸡蛋）、榨菜丁、盐、白糖、鸡精、2.手抓饼皮、鸡蛋（土鸡蛋个小）、青椒、榨菜丁、、盐、白糖、鸡精、3.馅儿,0,https://www.xiachufang.com/recipe/104074490/,,,,,,,,,,,,,,,
生煎葱油卷子（我觉的就是生煎包和葱油花卷的完美融合！）,8.8,中筋面粉、水、糖、酵母、葱油、盐、葱花、熟黑芝麻、十三香,18,https://www.xiachufang.com/recipe/103850772/,,,,,,,,,,,,,,,
1分钟自制低脂饮品——减肥也要好好的喝,8.8,猕猴桃、西柚、西瓜、黑枸杞、气泡水、雪碧、低糖养乐多,6,https://www.xiachufang.com/recipe/104063271/,,,,,,,,,,,,,,,
早餐小馄饨（神仙汤）,8.2,小馄饨皮、猪瘦肉、猪肥肉、生姜、生抽、鸡精、榨菜、鸡蛋,1,https://www.xiachufang.com/recipe/104073024/,,,,,,,,,,,,,,,
