Name,Rating,Ingredient,Reviewer,Url
无敌好吃的香煎豆腐,7.6,豆腐、鸡蛋、淀粉、盐、白糖、蚝油、生抽、蒜末,187,https://www.xiachufang.com/recipe/103922498/,,,,,,,,,,,,,,,
『家庭版炒合菜』,7.8,鸡蛋、韭菜、红薯粉丝、绿豆芽or黄豆芽、生抽、老抽、蚝油、盐、糖、鸡精、小米椒、蒜,30,https://www.xiachufang.com/recipe/104177124/,,,,,,,,,,,,,,,
超级下饭的地三鲜,8.1,长茄子、青椒、土豆、蚝油、生抽、盐、糖、老抽、淀粉、葱、蒜,11,https://www.xiachufang.com/recipe/103996751/,,,,,,,,,,,,,,,
肉末茄子,7.6,茄子、肉末、青红尖椒、生抽、老抽、盐、白糖、淀粉、葱、姜、蒜、醋,80,https://www.xiachufang.com/recipe/103917531/,,,,,,,,,,,,,,,
土豆的新吃法！简单美味，给肉都不换！,7.7,土豆、蒜、小米椒、干淀粉、香辣酱、蚝油、生抽、辣椒面、孜然、芝麻,15,https://www.xiachufang.com/recipe/104289737/,,,,,,,,,,,,,,,
西红柿牛肉卷金针菇煲,0,肥牛、金针菇、西红柿、蚝油、油、酱油、盐、白胡椒粉,1,https://www.xiachufang.com/recipe/104582149/,,,,,,,,,,,,,,,
??香菇土豆肉沫拌饭??比外卖还好吃,8.1,猪肉沫、香菇、大土豆、青红椒、葱花、姜末,1,https://www.xiachufang.com/recipe/104161661/,,,,,,,,,,,,,,,
家庭版小酥肉,8.7,花椒、鸡蛋、糖、盐、料酒、猪肉、红薯淀粉、五香粉、酱油,85,https://www.xiachufang.com/recipe/104234141/,,,,,,,,,,,,,,,
厨师长教你：“懒人烧豆腐”的家常做法，很简单懒人的做法，收藏,9.3,老豆腐、小米辣、二荆条、大蒜、韭菜、土豆淀粉、植物油、食用盐、白糖、生抽酱油、蚝油,9,https://www.xiachufang.com/recipe/104366696/,,,,,,,,,,,,,,,
牛肉的腌制方法 好吃还嫩,8.8,牛里脊、牛后臀都可以、白胡椒粉、蚝油、生抽、油、玉米淀粉,13,https://www.xiachufang.com/recipe/104068635/,,,,,,,,,,,,,,,
香到嗷嗷叫｜宇宙超级无敌香锅鸡翅虾,8.6,虾、鸡翅中、藕、莴笋、土豆、年糕条、洋葱、海底捞麻辣香锅底料、大葱、干辣椒、大蒜、香菜、花椒、香叶、白芝麻、盐（腌鸡翅）、淀粉、食用油、生抽,4,https://www.xiachufang.com/recipe/104145376/,,,,,,,,,,,,,,,
家庭版的手撕鸡,7.9,鸡腿、姜片、葱段、盐、糖、生抽、香醋、小米辣、蒜蓉、柠檬、鸡精、香菜、熟芝麻、香油,5,https://www.xiachufang.com/recipe/104030320/,,,,,,,,,,,,,,,
鱼香肉丝（米饭杀手系列三）,7.9,豆瓣酱、醋、生抽、蚝油、白沙糖、料酒、淀粉、里脊肉、青椒、木耳、胡萝卜、仔姜,94,https://www.xiachufang.com/recipe/103951128/,,,,,,,,,,,,,,,
酱汁杏鲍菇?比肉还好吃,8.0,杏鲍菇、蒜、小葱,10,https://www.xiachufang.com/recipe/104024497/,,,,,,,,,,,,,,,
西兰花真的很脏，你洗干净了吗？（已更新油菜的清洗方法）,0,西兰花、橄榄油、蒜、盐、小葱,136,https://www.xiachufang.com/recipe/104257369/,,,,,,,,,,,,,,,
酥脆多汁的椒盐白玉菇,0,白玉菇、鸡蛋、花椒粉、五香粉、淀粉、面粉、盐,12,https://www.xiachufang.com/recipe/104580140/,,,,,,,,,,,,,,,
鲜美豆腐汤的简单做法,7.4,鸡蛋、嫩豆腐、海鲜菇、盐、蚝油、生抽、蒜、葱花,1,https://www.xiachufang.com/recipe/104176034/,,,,,,,,,,,,,,,
手把手教你五分钟快手油焖虾,8.1,明虾、食用油、料酒、盐、老抽、生抽、糖、姜、大葱、小葱、醋,0,https://www.xiachufang.com/recipe/103952251/,,,,,,,,,,,,,,,
手撕包菜（米饭杀手系列二）,7.6,包菜、蒜、干辣椒、生抽、蒸鱼豉油、蚝油、鸡精,0,https://www.xiachufang.com/recipe/103950238/,,,,,,,,,,,,,,,
超级下饭的家常豆腐,8.5,北豆腐（老豆腐）、木耳、胡萝卜、青椒、葱、蒜、郫县豆瓣酱、豆豉、料汁：、生抽、糖、蚝油、水淀粉,44,https://www.xiachufang.com/recipe/104387445/,,,,,,,,,,,,,,,
简单又好吃的黄焖鸡,7.7,冰糖、鸡肉、料酒、姜、蒜、生抽、老抽、蚝油、黄豆酱、香菇、土豆、盐,33,https://www.xiachufang.com/recipe/104484038/,,,,,,,,,,,,,,,
蒜香海鲜锅「真心鲜」,9.0,海鲜什锦、冬瓜、粉丝、金针菇、木耳、海鲜酱油、耗油、糖、孜然、盐、香菜、蒜、姜,3,https://www.xiachufang.com/recipe/103892413/,,,,,,,,,,,,,,,
蒜香排骨,8.6,排骨、蒜、生抽、老抽、油、姜、冰糖、盐、水、白芝麻,23,https://www.xiachufang.com/recipe/104245377/,,,,,,,,,,,,,,,
熬猪油～雪白不腥、出油量大 糕点起酥油,9.3,猪板油/猪肥肉、清水、姜,7,https://www.xiachufang.com/recipe/104467640/,,,,,,,,,,,,,,,
??巨下饭，专治没食欲??超级好吃的虎皮青椒,7.6,青椒、酱油、老抽、陈醋、糖、姜，蒜、水淀粉,47,https://www.xiachufang.com/recipe/103936352/,,,,,,,,,,,,,,,
不煎不炸不焯水的糖醋排骨,0,肋排、冰糖、醋、糖、水、料酒、生抽、盐、芝麻,0,https://www.xiachufang.com/recipe/104580882/,,,,,,,,,,,,,,,
红烧狮子头四喜丸子,8.2,猪肉、鸡蛋、料酒、生抽、盐、糖、淀粉、蚝油、葱、姜、老抽、胡萝卜、莲藕、大葱、小葱、鲜香菇、豆腐、八角,0,https://www.xiachufang.com/recipe/104212690/,,,,,,,,,,,,,,,
椒盐杏鲍菇,8.7,杏鲍菇、鸡蛋、盐、面粉、玉米淀粉、五香粉、油,2,https://www.xiachufang.com/recipe/104275446/,,,,,,,,,,,,,,,
鱼香肉丝,8.3,瘦肉、黑木耳、胡萝卜、靑椒、豆瓣酱、白糖、醋、酱油、料酒、盐、水淀粉、清水、葱姜蒜末,22,https://www.xiachufang.com/recipe/100352761/,,,,,,,,,,,,,,,
【小高姐】盐酥鸡 它的酥 我真的是不知道该怎么形容了,9.4,盐酥鸡、带皮鸡腿肉、生抽、豆腐乳、五香粉、番薯粉（粗）、九层塔、食用油、白胡椒粉、盐,212,https://www.xiachufang.com/recipe/104547752/,,,,,,,,,,,,,,,
肉末豆腐蒸蛋,8.3,肉末、鸡蛋、嫩豆腐、生抽、盐、料酒、蚝油、老抽、白糖、十三香,9,https://www.xiachufang.com/recipe/104057101/,,,,,,,,,,,,,,,
“销魂”卤鸡爪,8.2,鸡爪、大蒜、生姜、辣椒、料酒、红烧汁、冰糖、盐、米醋、生抽、蚝油,20,https://www.xiachufang.com/recipe/103953517/,,,,,,,,,,,,,,,
厨师长教你：自贡名菜“鲜锅兔”的家常做法，味道很赞先收藏起来,9.3,肉兔、生姜、大蒜、小米辣、仔姜、二荆条、干淀粉、植物油、青花椒、红油豆瓣酱、食用盐、胡椒粉、料酒、白糖、生抽酱油,64,https://www.xiachufang.com/recipe/104216828/,,,,,,,,,,,,,,,
红烧肉,8.3,五花肉、鹌鹑蛋、小块冰糖、干辣椒、葱、八角、花椒、草蔻、生姜、蒜、料酒、生抽、老抽、醋、盐,6,https://www.xiachufang.com/recipe/104178684/,,,,,,,,,,,,,,,
焦香洋葱口蘑蛋焗欧包【健康一锅端】,9.6,白洋葱、口蘑、味淋、水、盐、爱乐甜零卡糖、木鱼花、海鲜酱油、生食蛋、欧包、帕玛森干酪或马苏里拉奶酪、欧芹碎、现磨黑胡椒,5,https://www.xiachufang.com/recipe/104215544/,,,,,,,,,,,,,,,
虾仁鸡蛋羹（超级嫩超级顺滑）,0,鸡蛋、水、盐、虾仁、料酒、小葱、生抽,10,https://www.xiachufang.com/recipe/104571817/,,,,,,,,,,,,,,,
不油炸的少油地三鲜，好吃不油腻！家常版,8.6,土豆、茄子、青椒、生抽，耗油，白糖，醋，鸡精，盐，淀粉、葱姜蒜,0,https://www.xiachufang.com/recipe/104317471/,,,,,,,,,,,,,,,
健康低脂凉拌菜—菠菜可以这样吃,7.8,菠菜、鸡蛋、花生、香油、盐、蒜、蚝油、白芝麻,0,https://www.xiachufang.com/recipe/104068553/,,,,,,,,,,,,,,,
鲜掉眉毛口蘑汤,8.1,口蘑、葱、盐、适用油,9,https://www.xiachufang.com/recipe/104114984/,,,,,,,,,,,,,,,
捞汁小海鲜麻辣,9.2,海鲜、下面是捞汁用到的、味精、料酒、寿司酱油、白糖可增减、九珍凉拌汁、水、红油可以选用顿可香辣红油。也可自己制作。、小米辣椒、料酒,40,https://www.xiachufang.com/recipe/103862247/,,,,,,,,,,,,,,,
烤猪蹄,9.0,干辣椒、八角、姜、豆蔻、丁香、香叶、桂皮、陈皮、芫荽籽、小茴香、花椒、整粒白胡椒、植物油、冰糖、香醋、料酒、生抽、蚝油、盐、清水、葱、猪蹄、葱花、辣椒面、孜然粉、韩式辣酱、蜂蜜,5,https://www.xiachufang.com/recipe/104055590/,,,,,,,,,,,,,,,
木须肉,7.7,里脊肉、胡萝卜、黄瓜、木耳、鸡蛋、小葱、蒜、盐、蚝油、生抽、生粉、料酒,18,https://www.xiachufang.com/recipe/103963518/,,,,,,,,,,,,,,,
油焖春笋,0,春笋、生抽、冰糖、蚝油、香菇,0,https://www.xiachufang.com/recipe/104578865/,,,,,,,,,,,,,,,
糖醋排骨,8.2,仔排、冰糖①、料酒、生抽、冰糖、白醋、老抽、八角、香叶、小香葱、生姜,0,https://www.xiachufang.com/recipe/104576709/,,,,,,,,,,,,,,,
家常肉沫粉条（蚂蚁上树）,8.4,红薯粉、青尖椒、精瘦猪肉、香菜、葱姜蒜、黄豆酱、食用油、水、盐、味精、老抽,13,https://www.xiachufang.com/recipe/104048228/,,,,,,,,,,,,,,,
庆有余年 三春珍脍鱼,9.3,鲤鱼、葱、姜、蒜、红辣椒、花椒、干辣椒、八角、郫县豆瓣酱、香醋、酱油（生抽）、老抽、糖、水,0,https://www.xiachufang.com/recipe/104249869/,,,,,,,,,,,,,,,
炖牛肉（纯回回版）,8.6,牛肉、八角、葱、大蒜、姜、面酱、老抽、红烧酱油、盐,3,https://www.xiachufang.com/recipe/103929731/,,,,,,,,,,,,,,,
适合孩子吃的宫保鸡丁(不辣),0,鸡胸肉、花生米、黄瓜、生抽、水淀粉、盐、胡萝卜,16,https://www.xiachufang.com/recipe/104568238/,,,,,,,,,,,,,,,
1分钟自制低脂饮品——减肥也要好好的喝,8.8,猕猴桃、西柚、西瓜、黑枸杞、气泡水、雪碧、低糖养乐多,6,https://www.xiachufang.com/recipe/104063271/,,,,,,,,,,,,,,,
百吃不厌糖醋里脊/快手菜,7.9,里脊肉、盐、白胡椒粉 料酒 生姜水、蛋清、生粉/淀粉、番茄酱、白糖、白芝麻,6,https://www.xiachufang.com/recipe/104184660/,,,,,,,,,,,,,,,
比肉还好吃的手撕杏鲍菇,7.6,杏鲍菇、青椒、胡萝卜、蚝油、酱油、独头蒜、细砂糖、食用油、鸡精,1,https://www.xiachufang.com/recipe/104335100/,,,,,,,,,,,,,,,
炝拌土豆丝,8.0,土豆、油、花椒、姜丝、葱花、盐、米醋、香油、小辣椒、耗油,9,https://www.xiachufang.com/recipe/103961403/,,,,,,,,,,,,,,,
红烧荷包蛋（调料详细版）,0,鸡蛋、生抽、老抽、蚝油、白糖、清水、淀粉,82,https://www.xiachufang.com/recipe/104584368/,,,,,,,,,,,,,,,
【小高姐】烧茄子 简单方法做出好颜色和好味道的茄子,9.0,茄子、盐、蒜、配菜、水淀粉、豆瓣酱、醋、盐、食用油,4,https://www.xiachufang.com/recipe/104552144/,,,,,,,,,,,,,,,
超简单的蜜汁叉烧（空气炸锅版）,8.5,猪颈肉、梅头肉、李锦记叉烧酱、蜂蜜、随便什么老抽,1,https://www.xiachufang.com/recipe/104021612/,,,,,,,,,,,,,,,
榨菜青椒炒香干,8.8,青椒、榨菜丝、香干、瘦肉、生抽、食用油、盐、红薯粉、料酒、白糖、开水,1,https://www.xiachufang.com/recipe/103834949/,,,,,,,,,,,,,,,
莴笋丝,8.3,莴笋、红辣椒、蒜蓉和油,29,https://www.xiachufang.com/recipe/104192553/,,,,,,,,,,,,,,,
年夜饭必备蒜蓉拌花甲,8.5,花甲、大独蒜、姜、小米辣、洋葱、小葱、料酒、水、玉米油、酱油、白醋、蚝油、盐、糖、花椒粉、辣椒粉,6,https://www.xiachufang.com/recipe/103904245/,,,,,,,,,,,,,,,
土豆炖排骨,8.8,排骨、五花肉、小土豆、姜、蒜、葱、辣椒、料酒、生抽、红烧汁、蚝油,1,https://www.xiachufang.com/recipe/104343134/,,,,,,,,,,,,,,,
清爽不油腻的荷塘小炒,8.2,藕、荷兰豆、小木耳、胡萝卜、山药、百合、鸡精、盐、糖、水淀粉,4,https://www.xiachufang.com/recipe/104096131/,,,,,,,,,,,,,,,
椒盐虾（超酥香）,8.1,虾（若干）、椒盐、葱、生姜、料酒、淀粉，大蒜,43,https://www.xiachufang.com/recipe/104039047/,,,,,,,,,,,,,,,
蒜油香肠意面,0,意大利面（干）、大蒜、香肠、盐A、盐B、食用油、黑胡椒碎,0,https://www.xiachufang.com/recipe/104571141/,,,,,,,,,,,,,,,
零失败酥脆小油条（高筋面粉）,8.8,高筋面粉、水（面粉牌子不同吸水性不同，酌情添加水量）、鸡蛋、无铝泡打粉、小苏打、油、盐,0,https://www.xiachufang.com/recipe/104366650/,,,,,,,,,,,,,,,
火山土豆泥,8.2,土豆、混合蔬菜粒、肉末、水发香菇、姜蒜末、黑胡椒粉、盐、糖、生抽、老抽、蚝油、水淀粉,3,https://www.xiachufang.com/recipe/104078855/,,,,,,,,,,,,,,,
香而不腻的销魂粉蒸肉,8.0,五花肉、蒸肉米粉、大土豆、姜、葱花、料酒、腐乳汁、甜面酱、蚝油、生抽、老抽、白糖、胡椒粉、盐,5,https://www.xiachufang.com/recipe/103856057/,,,,,,,,,,,,,,,
开胃下饭菜！巨简单的家常鱼香茄子煲,8.0,茄子、肉沫、小葱、姜、蒜、小米辣、郫县豆瓣酱、老抽、生抽、陈醋、耗油、糖、淀粉、清水,8,https://www.xiachufang.com/recipe/104416071/,,,,,,,,,,,,,,,
家常葱油制作（绝味葱油面）超详细,8.6,食用油、葱、生抽、老抽（红烧酱油）、耗油、芝麻、糖,110,https://www.xiachufang.com/recipe/104101342/,,,,,,,,,,,,,,,
私房红烧肉 垂涎三尺软糯无比,8.4,五花肉、冰糖、料酒、老抽、生抽、姜、大葱、八角、香叶、桂皮、食用油、盐,25,https://www.xiachufang.com/recipe/103885768/,,,,,,,,,,,,,,,
超级好吃的干煸豆角，麻辣鲜香，超下饭！,0,豆角、干红辣椒、蒜、麻椒、生抽、盐、鸡精、芝麻,96,https://www.xiachufang.com/recipe/104561497/,,,,,,,,,,,,,,,
吃不够的蒜香鸡腿,8.3,鸡腿肉、蒜末、盐、生抽、干辣椒、青椒、玉米淀粉,4,https://www.xiachufang.com/recipe/104194839/,,,,,,,,,,,,,,,
农家小炒肉,7.8,青椒、五花肉、姜、蒜、豆瓣酱,4,https://www.xiachufang.com/recipe/104118235/,,,,,,,,,,,,,,,
免烤箱！朋友圈获赞无数的柠檬鸡翅！,0,鸡翅、蚝油、醋、料酒、生抽、柠檬、葱、姜、辣椒,27,https://www.xiachufang.com/recipe/104586574/,,,,,,,,,,,,,,,
水煮肉片【向往的生活】简单零失败,8.1,肉片、葱蒜、豆瓣酱、盐、白菜（或者包菜）、豆芽、辣椒面、葱花,20,https://www.xiachufang.com/recipe/104115209/,,,,,,,,,,,,,,,
家庭版小辣条,8.7,豆卷、辣椒面、白芝麻、白砂糖、孜然粉、盐、鸡精、洋葱、葱、姜、蒜、花椒、八角,1,https://www.xiachufang.com/recipe/104185080/,,,,,,,,,,,,,,,
吉祥如意 麻辣手撕口水鸡,9.2,温氏白切鸡、姜、蒜、盐、白糖、熟芝麻、高汤、香醋、生抽、香油、辣椒红油、花椒油、小米辣、熟花生、香葱,1,https://www.xiachufang.com/recipe/104247003/,,,,,,,,,,,,,,,
做法简单??无敌好吃??家常版炖带鱼下饭神器,8.6,带鱼、葱、姜、蒜、花椒、八角、茴香、淀粉,9,https://www.xiachufang.com/recipe/104154952/,,,,,,,,,,,,,,,
?蚂蚁上树丨能下3碗米饭?肉末粉丝,8.4,肉末、红薯粉丝、豆瓣酱、蒜、老抽、蚝油、生抽、姜、清水、青红椒,6,https://www.xiachufang.com/recipe/104342736/,,,,,,,,,,,,,,,
