Name,Rating,Ingredient,Reviewer,Url
在欧洲学会的经典版提拉米苏,8.8,鸡蛋、砂糖、手指饼干、浓咖啡（凉）、朗姆酒、Mascarpone芝士、可可粉,51,https://www.xiachufang.com/recipe/104321001/,,,,,,,,,,,,,,,
超好做，零失败—雪媚娘,8.1,水磨糯米粉、玉米淀粉、细砂糖、牛奶、黄油、芒果、奥利奥、水磨糯米粉（糕粉用）、淡奶油、细砂糖（放淡奶油中）,86,https://www.xiachufang.com/recipe/104163774/,,,,,,,,,,,,,,,
不用烤箱的小甜品 牛奶草莓小方（踏雪寻莓）,7.7,牛奶、白砂糖、玉米淀粉、盐、草莓、椰蓉,11,https://www.xiachufang.com/recipe/104360676/,,,,,,,,,,,,,,,
简易泡芙,8.4,鸡蛋、水、低筋面粉(或者普通面粉跟淀粉混合，比例5:1)、黄油、盐（少到可以不放，最多不超过1克，手指捏几颗差不多了）、糖（泡芙用）、淡奶油、白糖（打发奶油用）、如果用植物油替代黄油请减10克！！！、水可以用等量牛奶替代、有问题的小祖宗看看评论列表吧?,129,https://www.xiachufang.com/recipe/103815179/,,,,,,,,,,,,,,,
简单易做的芒果千层盒子,8.3,鸡蛋、低筋面粉、玉米油、牛奶、糖粉、淡奶油、糖粉（奶油用）、芒果或其他水果,12,https://www.xiachufang.com/recipe/104194229/,,,,,,,,,,,,,,,
0失败??奶油蛋挞，完爆KFC，简单超正配方,0,蛋、纯牛奶、白砂糖、蛋挞皮,4,https://www.xiachufang.com/recipe/104581269/,,,,,,,,,,,,,,,
雪媚娘(售卖6年自用配方),8.9,糯米粉①(做熟粉用)、糯米粉②、粟粉(玉米淀粉)、白砂糖、牛奶、黄油、淡奶油(大约用量)、白砂糖(加进奶油),4,https://www.xiachufang.com/recipe/104268757/,,,,,,,,,,,,,,,
滑嫩嫩的椰奶芒果冻,8.3,中小型芒果、吉利丁粉、冷水（饮用水）、纯牛奶、椰浆、糖,198,https://www.xiachufang.com/recipe/103829094/,,,,,,,,,,,,,,,
椰奶冻（一款毫无难度的甜点）,8.7,牛奶、椰浆、吉利丁粉（明胶）、细砂糖、椰蓉、橙子肉（随意放加或不放）,1,https://www.xiachufang.com/recipe/103815635/,,,,,,,,,,,,,,,
1分钟自制低脂饮品——减肥也要好好的喝,8.8,猕猴桃、西柚、西瓜、黑枸杞、气泡水、雪碧、低糖养乐多,9,https://www.xiachufang.com/recipe/104063271/,,,,,,,,,,,,,,,
平底锅就能做的奥利奥可可毛巾卷,8.3,鸡蛋、糖、黄油、牛奶、低粉、可可粉、淡奶油、奥利奥饼干碎,1,https://www.xiachufang.com/recipe/104419892/,,,,,,,,,,,,,,,
【宫廷奶酪】一份可以开店的秘方——又名糖蒸酥酪,9.1,牛奶、米酒,14,https://www.xiachufang.com/recipe/104220305/,,,,,,,,,,,,,,,
七夕 | 夜空水馒头,0,水馒头粉、细砂糖、水、食用色素（蓝色）、食用色素（紫色）、金箔、白豆沙馅、红豆沙馅,5,https://www.xiachufang.com/recipe/103974254/,,,,,,,,,,,,,,,
提拉米苏-不添加吉利丁的熟蛋做法才是真的好,8.4,蛋黄、细砂糖、马斯卡布尼芝士、淡奶油、糖粉、可可粉、咖啡、朗姆酒、手指饼干,3,https://www.xiachufang.com/recipe/103925556/,,,,,,,,,,,,,,,
【炸鲜奶】,7.5,牛奶、糖、炼乳、玉米淀粉、鸡蛋液、面包糠,0,https://www.xiachufang.com/recipe/104107459/,,,,,,,,,,,,,,,
草莓?布丁?孩子超喜欢,0,草莓、牛奶、糖、吉利丁片,47,https://www.xiachufang.com/recipe/104567521/,,,,,,,,,,,,,,,
超容易上手的古早蛋糕,8.2,低筋面粉、柠檬汁、细砂糖、牛奶、鸡蛋、玉米油、玉米淀粉、适合八寸模具,7,https://www.xiachufang.com/recipe/104017365/,,,,,,,,,,,,,,,
超浓郁巧克力冰淇淋--详细教程,8.7,纯牛奶（全脂）、蛋黄、白砂糖、可可粉、法芙娜66%巧克力币、淡奶油、自制香草精（非市售）,1,https://www.xiachufang.com/recipe/103903223/,,,,,,,,,,,,,,,
生酮冰激凌,8.8,蛋黄／全蛋、椰浆／淡奶油、赤藓糖醇、淡奶油、四种口味、可可粉、抹茶粉、覆盆子、红丝绒精华液、香草精,1,https://www.xiachufang.com/recipe/103820443/,,,,,,,,,,,,,,,
零失败芒果千层,8.0,芒果、牛奶、鸡蛋、黄油、糖、低筋面粉、玉米淀粉、淡奶油,133,https://www.xiachufang.com/recipe/104232159/,,,,,,,,,,,,,,,
港式甜品——杨枝甘露(芒果西米露)附芒果花切法,7.9,芒果果肉(推荐凯特芒、澳芒、大金煌芒)、西米、椰浆、炼乳、牛奶、西柚,40,https://www.xiachufang.com/recipe/104114409/,,,,,,,,,,,,,,,
传统姜撞奶 - 比外面卖的还好吃,8.3,姜、水牛奶、白砂糖,4,https://www.xiachufang.com/recipe/104121721/,,,,,,,,,,,,,,,
做一次就成功的：鸡蛋小饼干?小时候的味道?,8.9,鸡蛋、低筋面粉、细砂糖、柠檬汁,17,https://www.xiachufang.com/recipe/104335029/,,,,,,,,,,,,,,,
不要烤箱！不要电子秤！0难度超浓润巧克力布丁~,8.2,砂糖、玉米淀粉、牛奶、香草荚（可不用）、可可粉、盐、黄油,5,https://www.xiachufang.com/recipe/103949537/,,,,,,,,,,,,,,,
电饭煲蛋糕,9.2,鸡蛋、纯牛奶、白砂糖、面粉、食用油、葡萄干或水果干,3,https://www.xiachufang.com/recipe/104283760/,,,,,,,,,,,,,,,
无糖无酒精的草莓莫吉托,0,薄荷、柠檬汁、自制无糖草莓酱、冰镇零卡雪碧、草莓、冰块,1,https://www.xiachufang.com/recipe/104572935/,,,,,,,,,,,,,,,
草莓千层，平底锅就能做，不用烤箱超简单,8.9,鸡蛋、黄油、奶油、低筋面粉、糖、纯牛奶、草莓,1,https://www.xiachufang.com/recipe/104347919/,,,,,,,,,,,,,,,
自制三色芋圆1??（附上窍门详细比例）,8.4,六鳌红薯?、木薯粉、————————-、紫薯?、木薯粉、————————-、土豆?、木薯粉、—————————、白糖,9,https://www.xiachufang.com/recipe/103801751/,,,,,,,,,,,,,,,
紫薯华夫饼,9.0,鸡蛋、牛奶、盐、酵母、低筋面粉、紫薯、糖、黄油,48,https://www.xiachufang.com/recipe/104072092/,,,,,,,,,,,,,,,
免烤箱??一次成功奥利奥糯米糍??好吃不黏牙,8.6,糯米粉、玉米淀粉、牛奶、细砂糖、黄油、奥利奥碎、椰蓉,10,https://www.xiachufang.com/recipe/104554570/,,,,,,,,,,,,,,,
超级细腻立体的酸奶溶豆,8.2,蛋清、奶粉、老酸奶、玉米淀粉、柠檬汁、细砂糖,13,https://www.xiachufang.com/recipe/103865604/,,,,,,,,,,,,,,,
自制超嫩豆腐脑（豆腐花）,8.8,干黄豆、清水、内脂,18,https://www.xiachufang.com/recipe/103900958/,,,,,,,,,,,,,,,
越吃越瘦的生酮芝麻雪糕,9.4,蛋黄、赤藓糖醇、奶油、水、TAHINI芝麻酱、粉盐,25,https://www.xiachufang.com/recipe/103859911/,,,,,,,,,,,,,,,
5分钟可以完成的鲜奶麻薯,7.8,牛奶、淡奶油、木薯粉、白糖、奥利奥碎,0,https://www.xiachufang.com/recipe/104093664/,,,,,,,,,,,,,,,
比棉花还柔软的中种北海道吐司,9.0,高筋面粉、耐高糖干酵母、蛋白、牛奶、高筋面粉、奶粉、细砂糖、耐高糖干酵母、盐、淡奶油、无盐黄油,4,https://www.xiachufang.com/recipe/104058283/,,,,,,,,,,,,,,,
搅打400次的泡沫咖啡,0,速溶咖啡粉（?配料表里只有咖啡的那种??不要有奶精啊或者其他成分）、糖、热水、牛奶,168,https://www.xiachufang.com/recipe/104565716/,,,,,,,,,,,,,,,
零失败网红布丁,8.1,牛奶、糖、吉利丁粉,3,https://www.xiachufang.com/recipe/103908424/,,,,,,,,,,,,,,,
